****************************************************************************************************
                              NEIGHBORHOOD MATCHING VALIDATION REPORT
====================================================================================================
Total matched/processed records: 1177

ILCE                          MAHALLE                       AFAD_MAHALLE                  ESLESME_TURU                  
MENEMEN                       MUSTAFAKEMALATATURK           MUSTAFAKEMALATATURK           EXACT                         
MENEMEN                       SULEYMANLI                    SULEYMANLI                    EXACT                         
MENEMEN                       SUZBEYLI                      SUZBEYLI                      EXACT                         
MENEMEN                       TELEKLER                      TELEKLER                      EXACT                         
MENEMEN                       TURGUTLAR                     TURGUTLAR                     EXACT                         
MENEMEN                       TUZCULLU                      TUZCULLU                      EXACT                         
MENEMEN                       UGURMUMCU                     UGURMUMCU                     EXACT                         
MENEMEN                       ULUS                          ULUS                          EXACT                         
MENEMEN                       VILLAKENT                     VILLAKENT                     EXACT                         
MENEMEN                       YAHSELLI                      YAHSELLI                      EXACT                         
MENEMEN                       YAYLA                         YAYLA                         EXACT                         
MENEMEN                       YESILPINAR                    YESILPINAR                    EXACT                         
MENEMEN                       YILDIRIM                      YILDIRIM                      EXACT                         
MENEMEN                       ZAFER                         ZAFER                         EXACT                         
MENEMEN                       ZEYTINLIK                     ZEYTINLIK                     EXACT                         
NARLIDERE                     2.INONU                       2.INONU                       EXACT                         
NARLIDERE                     ALTIEVLER                     ALTIEVLER                     EXACT                         
NARLIDERE                     CAMTEPE                       CAMTEPE                       EXACT                         
NARLIDERE                     CATALKAYA                     CATALKAYA                     EXACT                         
NARLIDERE                     HUZUR                         HUZUR                         EXACT                         
NARLIDERE                     ILICA                         ILICA                         EXACT                         
NARLIDERE                     LIMANREIS                     LIMANREIS                     EXACT                         
NARLIDERE                     NARLI                         NARLI                         EXACT                         
NARLIDERE                     SAHILEVLERI                   SAHILEVLERI                   EXACT                         
NARLIDERE                     YENIKALE                      YENIKALE                      EXACT                         
ODEMIS                        AKINCILAR                     AKINCILAR                     EXACT                         
ODEMIS                        ALASARLI                      ALASARLI                      EXACT                         
ODEMIS                        ANAFARTALAR                   ANAFARTALAR                   EXACT                         
ODEMIS                        ARTICAK                       ARTICAK                       EXACT                         
ODEMIS                        ATATURK                       ATATURK                       EXACT                         
ODEMIS                        BADEMLI                       BADEMLI                       EXACT                         
ODEMIS                        BALABANLI                     BALABANLI                     EXACT                         
ODEMIS                        BAYIRLI                       BAYIRLI                       EXACT                         
ODEMIS                        BEBEKLER                      GUNLUCE(BEBEKLER-DEREUZUNYER) SUBSTRING                     
ODEMIS                        BENGISU                       BENGISU                       EXACT                         
ODEMIS                        BEYAZITLAR                    BEYAZITLAR                    EXACT                         
ODEMIS                        BICAKCI                       BICAKCI                       EXACT                         
ODEMIS                        BIRGI                         BIRGI                         EXACT                         
ODEMIS                        BOZCAYAKA                     BOZCAYAKA                     EXACT                         
ODEMIS                        BOZDAG                        BOZDAG                        EXACT                         
ODEMIS                        BUCAK                         BUCAK                         EXACT                         
ODEMIS                        BULBULLER                     BULBULLER                     EXACT                         
ODEMIS                        BUYUKAVULCUK                  BUYUKAVULCUK                  EXACT                         
ODEMIS                        CAGLAYAN                      CAGLAYAN                      EXACT                         
ODEMIS                        CAMLICA                       CAMLICA                       EXACT                         
ODEMIS                        CAMYAYLA                      CAMYAYLA                      EXACT                         
ODEMIS                        CAYIR                         CAYIR                         EXACT                         
ODEMIS                        CAYLI                         CAYLI                         EXACT                         
ODEMIS                        CEVIZALAN                     CEVIZALAN                     EXACT                         
ODEMIS                        COBANLAR                      COBANLAR                      EXACT                         
ODEMIS                        CUMHURIYET                    CUMHURIYET                    EXACT                         
ODEMIS                        DEMIRCILI                     DEMIRCILI                     EXACT                         
ODEMIS                        DEMIRDERE                     DEMIRDERE                     EXACT                         
ODEMIS                        DOLAYLAR                      DOLAYLAR                      EXACT                         
ODEMIS                        EMIRLI                        EMIRLI                        EXACT                         
ODEMIS                        EMMIOGLU                      EMMIOGLU                      EXACT                         
ODEMIS                        ERTUGRUL                      ERTUGRUL                      EXACT                         
ODEMIS                        GERCEKLI                      GERCEKLI                      EXACT                         
ODEMIS                        GERELI                        GERELI                        EXACT                         
ODEMIS                        GOLCUK                        GOLCUK                        EXACT                         
ODEMIS                        GUNEY                         GUNEY                         EXACT                         
ODEMIS                        GUNLUCE                       GUNLUCE                       EXACT                         
ODEMIS                        HACIHASAN                     HACIHASAN                     EXACT                         
ODEMIS                        HAMAM                         HAMAM                         EXACT                         
ODEMIS                        HORZUM                        HORZUM                        EXACT                         
ODEMIS                        HURRIYET                      HURRIYET                      EXACT                         
ODEMIS                        ILKKURSUN                     ILKKURSUN                     EXACT                         
ODEMIS                        INONU                         INONU                         EXACT                         
ODEMIS                        ISIK                          ISIK                          EXACT                         
ODEMIS                        KARADOGAN                     KARADOGAN                     EXACT                         
ODEMIS                        KARAKOVA                      KARAKOVA                      EXACT                         
ODEMIS                        KAYAKOY                       KAYAKOY                       EXACT                         
ODEMIS                        KAYMAKCI                      KAYMAKCI                      EXACT                         
ODEMIS                        KAZANLI                       KAZANLI                       EXACT                         
ODEMIS                        KEMENLER                      KEMENLER                      EXACT                         
ODEMIS                        KEMER                         KEMER                         EXACT                         
ODEMIS                        KERPICLIK                     KERPICLIK                     EXACT                         
ODEMIS                        KISLA                         KISLA                         EXACT                         
ODEMIS                        KIZILCAAVLU                   KIZILCA                       SUBSTRING                     
ODEMIS                        KIZILCA                       KIZILCAAVLU                   SUBSTRING                     
ODEMIS                        KOFUNDERE                     KOFUNDERE                     EXACT                         
ODEMIS                        KONAKLI                       KONAKLI                       EXACT                         
ODEMIS                        KOSELER                       KOSELER                       EXACT                         
ODEMIS                        KUCUKAVULCUK                  KUCUKAVULCUK                  EXACT                         
ODEMIS                        KUCUKOREN                     KUCUKOREN                     EXACT                         
ODEMIS                        KURE                          KURE                          EXACT                         
ODEMIS                        KURUCUOVA                     KURUCUOVA                     EXACT                         
ODEMIS                        KUTLUBEYLER                   KUTLUBEYLER                   EXACT                         
ODEMIS                        KUVVETLI                      KUVVETLI                      EXACT                         
ODEMIS                        MESCITLI                      MESCITLI                      EXACT                         
ODEMIS                        MESRUTIYET                    MESRUTIYET                    EXACT                         
ODEMIS                        MIMARSINAN                    MIMARSINAN                    EXACT                         
ODEMIS                        MURSALLI                      MURSALLI                      EXACT                         
ODEMIS                        OCAKLI                        OCAKLI                        EXACT                         
ODEMIS                        OGUZLAR                       OGUZLAR                       EXACT                         
ODEMIS                        ORHANGAZI                     ORHANGAZI                     EXACT                         
ODEMIS                        ORTAKOY                       ORTAKOY                       EXACT                         
ODEMIS                        OVACIK                        OVACIK                        EXACT                         
ODEMIS                        OVAKENT                       OVAKENT                       EXACT                         
ODEMIS                        PIRINCCI                      PIRINCCI                      EXACT                         
ODEMIS                        SEKIKOY                       SEKIKOY                       EXACT                         
ODEMIS                        SEYREKLI                      SEYREKLI                      EXACT                         
ODEMIS                        SIRINKOY                      SIRINKOY                      EXACT                         
ODEMIS                        SUCIKTI                       SUCIKTI                       EXACT                         
ODEMIS                        SULEYMANDEMIREL               SULEYMANDEMIREL               EXACT                         
ODEMIS                        SULEYMANLAR                   SULEYMANLAR                   EXACT                         
ODEMIS                        TEKKE                         TEKKE                         EXACT                         
ODEMIS                        TOSUNLAR                      TOSUNLAR                      EXACT                         
ODEMIS                        TURKMEN                       TURKMEN                       EXACT                         
ODEMIS                        TURKONU                       TURKONU                       EXACT                         
ODEMIS                        UCEYLUL                       UCEYLUL                       EXACT                         
ODEMIS                        UCKONAK                       UCKONAK                       EXACT                         
ODEMIS                        UMURBEY                       AKINCILAR(UMURBEY)            SUBSTRING                     
ODEMIS                        UZUMLU                        UZUMLU                        EXACT                         
ODEMIS                        UZUNDERE                      UZUNDERE                      EXACT                         
ODEMIS                        VELILER                       VELILER                       EXACT                         
ODEMIS                        YENICEKOY                     YENICEKOY                     EXACT                         
ODEMIS                        YENIKOY                       YENIKOY                       EXACT                         
ODEMIS                        YESILKOY                      YESILKOY                      EXACT                         
ODEMIS                        YILANLI                       YILANLI                       EXACT                         
ODEMIS                        YOLUSTU                       YOLUSTU                       EXACT                         
ODEMIS                        YUSUFDERE                     YUSUFDERE                     EXACT                         
ODEMIS                        ZAFER                         ZAFER                         EXACT                         
SEFERIHISAR                   ATATURK                       ATATURK                       EXACT                         
SEFERIHISAR                   BENGILER                      BENGILER                      EXACT                         
SEFERIHISAR                   BEYLER                        BEYLER                        EXACT                         
SEFERIHISAR                   CAMIKEBIR                     CAMIKEBIR                     EXACT                         
SEFERIHISAR                   CAMTEPE                       CAMTEPE                       EXACT                         
SEFERIHISAR                   COLAKIBRAHIMBEY               COLAKIBRAHIMBEY               EXACT                         
SEFERIHISAR                   CUMHURIYET                    CUMHURIYET                    EXACT                         
SEFERIHISAR                   DUZCE                         DUZCE                         EXACT                         
SEFERIHISAR                   GODENCE                       GODENCE                       EXACT                         
SEFERIHISAR                   GOLCUK                        GOLCUK                        EXACT                         
SEFERIHISAR                   HIDIRLIK                      HIDIRLIK                      EXACT                         
SEFERIHISAR                   IHSANIYE                      IHSANIYE                      EXACT                         
SEFERIHISAR                   KAVAKDERE                     KAVAKDERE                     EXACT                         
SEFERIHISAR                   MERSINALANI                   MERSINALANI                   EXACT                         
SEFERIHISAR                   ORHANLI                       ORHANLI                       EXACT                         
SEFERIHISAR                   PAYAMLI                       PAYAMLI                       EXACT                         
SEFERIHISAR                   SIGACIK                       SIGACIK                       EXACT                         
SEFERIHISAR                   TEPECIK                       TEPECIK                       EXACT                         
SEFERIHISAR                   TURABIYE                      TURABIYE                      EXACT                         
SEFERIHISAR                   TURGUT                        TURGUT                        EXACT                         
SEFERIHISAR                   ULAMIS                        ULAMIS                        EXACT                         
SELCUK                        14MAYIS                       14MAYIS                       EXACT                         
SELCUK                        ACARLAR                       ACARLAR                       EXACT                         
SELCUK                        ATATURK                       ATATURK                       EXACT                         
SELCUK                        BARUTCU                       BARUTCU                       EXACT                         
SELCUK                        BELEVI                        BELEVI                        EXACT                         
SELCUK                        CAMLIK                        CAMLIK                        EXACT                         
SELCUK                        CUMHURIYET                    CUMHURIYET                    EXACT                         
SELCUK                        GOKCEALAN                     GOKCEALAN                     EXACT                         
SELCUK                        HAVUTCULU                     HAVUTCULU                     EXACT                         
SELCUK                        ISABEY                        ISABEY                        EXACT                         
SELCUK                        SIRINCE                       SIRINCE                       EXACT                         
SELCUK                        SULTANIYE                     SULTANIYE                     EXACT                         
SELCUK                        ZAFER                         ZAFER                         EXACT                         
SELCUK                        ZEYTINKOY                     ZEYTINKOY                     EXACT                         
TIRE                          4EYLUL                        4EYLUL                        EXACT                         
TIRE                          ADNANMENDERES                 ADNANMENDERES                 EXACT                         
TIRE                          AKCASEHIR                     AKCASEHIR                     EXACT                         
TIRE                          AKKOYUNLU                     AKKOYUNLU                     EXACT                         
TIRE                          AKMESCIT                      AKMESCIT                      EXACT                         
TIRE                          AKYURT                        AKYURT                        EXACT                         
TIRE                          ALACALI                       ALACALI                       EXACT                         
TIRE                          ALAYLI                        ALAYLI                        EXACT                         
TIRE                          ARMUTLU                       ARMUTLU                       EXACT                         
TIRE                          ATATURK                       ATATURK                       EXACT                         
TIRE                          AYAKLIKIRI                    AYAKLIKIRI                    EXACT                         
TIRE                          BAHARIYE                      BAHARIYE                      EXACT                         
TIRE                          BASKOY                        BASKOY                        EXACT                         
TIRE                          BOYNUYOGUN                    BOYNUYOGUN                    EXACT                         
TIRE                          BUYUKKALE                     BUYUKKALE                     EXACT                         
TIRE                          BUYUKKEMERDERE                BUYUKKEMERDERE                EXACT                         
TIRE                          BUYUKKOMURCU                  BUYUKKOMURCU                  EXACT                         
TIRE                          CAMBAZLI                      CAMBAZLI                      EXACT                         
TIRE                          CAYIRLI                       CAYIRLI                       EXACT                         
TIRE                          CERIKOZU                      CERIKOZU                      EXACT                         
TIRE                          CINIYERI                      CINIYERI                      EXACT                         
TIRE                          COBANKOY                      COBANKOY                      EXACT                         
TIRE                          CUKURKOY                      CUKURKOY                      EXACT                         
TIRE                          CUMHURIYET                    CUMHURIYET                    EXACT                         
TIRE                          DAGDERE                       DAGDERE                       EXACT                         
TIRE                          DALLIK                        DALLIK                        EXACT                         
TIRE                          DEREBASI                      DEREBASI                      EXACT                         
TIRE                          DERELI                        DERELI                        EXACT                         
TIRE                          DERE                          DERE                          EXACT                         
TIRE                          DIBEKCI                       DIBEKCI                       EXACT                         
TIRE                          DOYRANLI                      DOYRANLI                      EXACT                         
TIRE                          DUATEPE                       DUATEPE                       EXACT                         
TIRE                          DUMLUPINAR                    DUMLUPINAR                    EXACT                         
TIRE                          DUNDARLI                      DUNDARLI                      EXACT                         
TIRE                          EGRIDERE                      EGRIDERE                      EXACT                         
TIRE                          ERTUGRUL                      ERTUGRUL                      EXACT                         
TIRE                          ESKIOBA                       ESKIOBA                       EXACT                         
TIRE                          FATIH                         FATIH                         EXACT                         
TIRE                          GOKCEN                        GOKCEN                        EXACT                         
TIRE                          HALKAPINAR                    HALKAPINAR                    EXACT                         
TIRE                          HASANCAVUSLAR                 HASANCAVUSLAR                 EXACT                         
TIRE                          HISARLIK                      HISARLIK                      EXACT                         
TIRE                          HURRIYET                      HURRIYET                      EXACT                         
TIRE                          IBNIMELEK                     IBNIMELEK                     EXACT                         
TIRE                          IHSANIYE                      IHSANIYE                      EXACT                         
TIRE                          IPEKCILER                     IPEKCILER                     EXACT                         
TIRE                          ISIKLAR                       ISIKLAR                       EXACT                         
TIRE                          ISIKLI                        ISIKLI                        EXACT                         
TIRE                          ISTIKLAL                      ISTIKLAL                      EXACT                         
TIRE                          KAHRAT                        KAHRAT                        EXACT                         
TIRE                          KAPLAN                        KAPLAN                        EXACT                         
TIRE                          KARACAALI                     KARACAALI                     EXACT                         
TIRE                          KARATEKE                      KARATEKE                      EXACT                         
TIRE                          KETENCI                       KETENCI                       EXACT                         
TIRE                          KIRELI                        KIRELI                        EXACT                         
TIRE                          KIRTEPE                       KIRTEPE                       EXACT                         
TIRE                          KIZILCAHAVLU                  KIZILCAHAVLU                  EXACT                         
TIRE                          KOCAALILER                    KOCAALILER                    EXACT                         
TIRE                          KUCUKBURUN                    KUCUKBURUN                    EXACT                         
TIRE                          KUCUKKALE                     KUCUKKALE                     EXACT                         
TIRE                          KUCUKKEMERDERE                KUCUKKEMERDERE                EXACT                         
TIRE                          KUCUKKOMURCU                  KUCUKKOMURCU                  EXACT                         
TIRE                          KURDULLU                      KURDULLU                      EXACT                         
TIRE                          KURSAK                        KURSAK                        EXACT                         
TIRE                          KURTULUS                      KURTULUS                      EXACT                         
TIRE                          MAHMUTLAR                     MAHMUTLAR                     EXACT                         
TIRE                          MEHMETLER                     MEHMETLER                     EXACT                         
TIRE                          MUSALAR                       MUSALAR                       EXACT                         
TIRE                          ORTAKOY                       ORTAKOY                       EXACT                         
TIRE                          OSMANCIK                      OSMANCIK                      EXACT                         
TIRE                          PASA                          PASA                          EXACT                         
TIRE                          PESREFLI                      PESREFLI                      EXACT                         
TIRE                          SARILAR                       SARILAR                       EXACT                         
TIRE                          SARUHANLI                     SARUHANLI                     EXACT                         
TIRE                          SOMAK                         SOMAK                         EXACT                         
TIRE                          TOKI                          TOKI                          EXACT                         
TIRE                          TOPALAK                       TOPALAK                       EXACT                         
TIRE                          TOPARLAR                      TOPARLAR                      EXACT                         
TIRE                          TURAN                         TURAN                         EXACT                         
TIRE                          TURGUTLU                      TURGUTLU                      EXACT                         
TIRE                          UZUMLER                       UZUMLER                       EXACT                         
TIRE                          YAMANDERE                     YAMANDERE                     EXACT                         
TIRE                          YEGENLI                       YEGENLI                       EXACT                         
TIRE                          YEMISLER                      YEMISLER                      EXACT                         
TIRE                          YENICIFTLIK                   YENICIFTLIK                   EXACT                         
TIRE                          YENI                          YENI                          EXACT                         
TIRE                          YENIOBA                       YENIOBA                       EXACT                         
TIRE                          YENISEHIR                     YENISEHIR                     EXACT                         
TORBALI                       19MAYIS                       19MAYIS                       EXACT                         
TORBALI                       AHMETLI                       AHMETLI                       EXACT                         
TORBALI                       ALPKENT                       ALPKENT                       EXACT                         
TORBALI                       ARSLANLAR                     ARSLANLAR                     EXACT                         
TORBALI                       ATALAN                        ATALAN                        EXACT                         
TORBALI                       ATATURK                       ATATURK                       EXACT                         
TORBALI                       AYRANCILAR                    AYRANCILAR                    EXACT                         
TORBALI                       BAHCELIEVLER                  BAHCELIEVLER                  EXACT                         
TORBALI                       BOZKOY                        BOZKOY                        EXACT                         
TORBALI                       BULBULDERE                    BULBULDERE                    EXACT                         
TORBALI                       CAKIRBEYLI                    CAKIRBEYLI                    EXACT                         
TORBALI                       CAMLICA                       CAMLICA                       EXACT                         
TORBALI                       CAPAK                         CAPAK                         EXACT                         
TORBALI                       CUMHURIYET                    CUMHURIYET                    EXACT                         
TORBALI                       DAGKIZILCA                    DAGKIZILCA                    EXACT                         
TORBALI                       DAGTEKE                       DAGTEKE                       EXACT                         
TORBALI                       DEMIRCI                       DEMIRCI                       EXACT                         
TORBALI                       DIRMIL                        DIRMIL                        EXACT                         
TORBALI                       DUVERLIK                      DUVERLIK                      EXACT                         
TORBALI                       EGERCI                        EGERCI                        EXACT                         
TORBALI                       ERTUGRUL                      ERTUGRUL                      EXACT                         
TORBALI                       FEVZICAKMAK                   FEVZICAKMAK                   EXACT                         
TORBALI                       GAZIMUSTAFAKEMAL              GAZIMUSTAFAKEMAL              EXACT                         
TORBALI                       GOLLUCE                       GOLLUCE                       EXACT                         
TORBALI                       HELVACI                       HELVACI                       EXACT                         
TORBALI                       INONU                         INONU                         EXACT                         
TORBALI                       ISTIKLAL                      ISTIKLAL                      EXACT                         
TORBALI                       KAPLANCIK                     KAPLANCIK                     EXACT                         
TORBALI                       KARAKIZLAR                    KARAKIZLAR                    EXACT                         
TORBALI                       KARAOT                        KARAOT                        EXACT                         
TORBALI                       KARSIYAKA                     KARSIYAKA                     EXACT                         
TORBALI                       KAZIMKARABEKIR                KAZIMKARABEKIR                EXACT                         
TORBALI                       KIRBAS                        KIRBAS                        EXACT                         
TORBALI                       KUSCUBURUN                    KUSCUBURUN                    EXACT                         
TORBALI                       MURATBEY                      MURATBEY                      EXACT                         
TORBALI                       MUSTAFAKEMALATATURK           MUSTAFAKEMALATATURK           EXACT                         
TORBALI                       NAIME                         NAIME                         EXACT                         
TORBALI                       ORMANKOY                      ORMANKOY                      EXACT                         
TORBALI                       ORTAKOY                       ORTAKOY                       EXACT                         
TORBALI                       OZBEY                         OZBEY                         EXACT                         
TORBALI                       PAMUKYAZI                     PAMUKYAZI                     EXACT                         
TORBALI                       PANCAR                        PANCAR                        EXACT                         
TORBALI                       SAGLIK                        SAGLIK                        EXACT                         
TORBALI                       SAIPLER                       SAIPLER                       EXACT                         
TORBALI                       SEHITLER                      SEHITLER                      EXACT                         
TORBALI                       TASKESIK                      TASKESIK                      EXACT                         
TORBALI                       TEPEKOY                       TEPEKOY                       EXACT                         
TORBALI                       TORBALI                       TORBALI                       EXACT                         
TORBALI                       TULUM                         TULUM                         EXACT                         
TORBALI                       TURKMENKOY                    TURKMENKOY                    EXACT                         
TORBALI                       YAZIBASI                      YAZIBASI                      EXACT                         
TORBALI                       YEDIEYLUL                     YEDIEYLUL                     EXACT                         
TORBALI                       YEMISLIK                      YEMISLIK                      EXACT                         
TORBALI                       YENIKOY                       YENIKOY                       EXACT                         
TORBALI                       YESILKOY                      YESILKOY                      EXACT                         
TORBALI                       YOGURTCULAR                   YOGURTCULAR                   EXACT                         
URLA                          ALTINTAS                      ALTINTAS                      EXACT                         
URLA                          ATATURK                       ATATURK                       EXACT                         
URLA                          BADEMLER                      BADEMLER                      EXACT                         
URLA                          BALIKLIOVA                    BALIKLIOVA                    EXACT                         
URLA                          BARBAROS                      BARBAROS                      EXACT                         
URLA                          BIRGI                         BIRGI                         EXACT                         
URLA                          CAMIATIK                      CAMIATIK                      EXACT                         
URLA                          CAMLICAY                      CAMLICAY                      EXACT                         
URLA                          DEMIRCILI                     DEMIRCILI                     EXACT                         
URLA                          DENIZLI                       DENIZLI                       EXACT                         
URLA                          GULBAHCE                      GULBAHCE                      EXACT                         
URLA                          GUVENDIK                      GUVENDIK                      EXACT                         
URLA                          HACIISA                       HACIISA                       EXACT                         
URLA                          ICMELER                       ICMELER                       EXACT                         
URLA                          ISKELE                        ISKELE                        EXACT                         
URLA                          KADIOVACIK                    KADIOVACIK                    EXACT                         
URLA                          KALABAK                       KALABAK                       EXACT                         
URLA                          KUSCULAR                      KUSCULAR                      EXACT                         
URLA                          M.FEVZICAKMAK                 MARESALFEVZICAKMAK            ABBREVIATION                  
URLA                          NAIPLI                        NAIPLI                        EXACT                         
URLA                          NOHUTALAN                     NOHUTALAN                     EXACT                         
URLA                          OVACIK                        OVACIK                        EXACT                         
URLA                          OZBEK                         OZBEK                         EXACT                         
URLA                          RUSTEM                        RUSTEM                        EXACT                         
URLA                          SIRA                          SIRA                          EXACT                         
URLA                          SIRINKENT                     SIRINKENT                     EXACT                         
URLA                          TORASAN                       TORASAN                       EXACT                         
URLA                          UZUNKUYU                      UZUNKUYU                      EXACT                         
URLA                          YAGCILAR                      YAGCILAR                      EXACT                         
URLA                          YAKA                          YAKA                          EXACT                         
URLA                          YELALTI                       YELALTI                       EXACT                         
URLA                          YENICE                        YENICE                        EXACT                         
URLA                          YENIKENT                      YENIKENT                      EXACT                         
URLA                          YENI                          YENI                          EXACT                         
URLA                          ZEYTINALANI                   ZEYTINALANI                   EXACT                         
URLA                          ZEYTINELI                     ZEYTINELI                     EXACT                         
URLA                          ZEYTINLER                     ZEYTINLER                     EXACT                         
